    Fribourg_Switzerland
    46.82,7.16,610,+1
	m	d	h	#sunAzimuth	sunAltitude
4215	6	25	14	224.017	60.9004
4216	6	25	15	244.178	52.5612
4217	6	25	16	258.735	42.8335
4218	6	25	17	270.449	32.6261
4219	6	25	18	280.884	22.4233
4220	6	25	19	290.959	12.5617
4221	6	25	20	301.29	3.35162
4222	6	25	21	312.335	-4.86446
4223	6	25	22	324.417	-11.6851
4224	6	25	23	337.652	-16.6614
4225	6	26	0	351.786	-19.3852
4226	6	26	1	6.38428	-19.5494
4227	6	26	2	20.6631	-17.1448
4228	6	26	3	34.037	-12.4235
4229	6	26	4	46.2612	-5.80217
4230	6	26	5	57.4211	2.26767
4231	6	26	6	67.8193	11.377
4232	6	26	7	77.8985	21.1767
4233	6	26	8	88.2506	31.355
4234	6	26	9	99.7441	41.5829
4235	6	26	10	113.837	51.4042
4236	6	26	11	133.119	59.9853
4237	6	26	12	160.932	65.6368
4238	6	26	13	194.938	66.0148
4239	6	26	14	223.904	60.9054
4240	6	26	15	244.091	52.5766
4241	6	26	16	258.665	42.8534
4242	6	26	17	270.388	32.6471
4243	6	26	18	280.828	22.4432
4244	6	26	19	290.905	12.579
4245	6	26	20	301.236	3.36468
4246	6	26	21	312.28	-4.8572
4247	6	26	22	324.36	-11.6853
4248	6	26	23	337.595	-16.6705
4249	6	27	0	351.731	-19.4108
4250	6	27	1	6.33487	-19.5844
4251	6	27	2	20.622	-17.1876
4252	6	27	3	34.0044	-12.4722
4253	6	27	4	46.2364	-5.85476
4254	6	27	5	57.4023	2.21267
4255	6	27	6	67.8048	11.3206
4256	6	27	7	77.8866	21.1196
4257	6	27	8	88.2393	31.2977
4258	6	27	9	99.73	41.5257
4259	6	27	10	113.813	51.348
4260	6	27	11	133.071	59.9326
4261	6	27	12	160.835	65.5947
4262	6	27	13	194.805	65.9938
4263	6	27	14	223.784	60.9043
4264	6	27	15	243.997	52.5866
4265	6	27	16	258.589	42.8682
4266	6	27	17	270.322	32.6631
4267	6	27	18	280.767	22.4581
4268	6	27	19	290.847	12.591
4269	6	27	20	301.179	3.37219
4270	6	27	21	312.222	-4.8559
4271	6	27	22	324.301	-11.6918
4272	6	27	23	337.537	-16.6862
4273	6	28	0	351.675	-19.4432
4274	6	28	1	6.28665	-19.6261
4275	6	28	2	20.5832	-17.2369
4276	6	28	3	33.9753	-12.5269
4277	6	28	4	46.2156	-5.91288
4278	6	28	5	57.3881	2.15263
4279	6	28	6	67.7955	11.2596
4280	6	28	7	77.8804	21.0582
4281	6	28	8	88.2343	31.2362
4282	6	28	9	99.723	41.4643
4283	6	28	10	113.798	51.2871
4284	6	28	11	133.03	59.8743
4285	6	28	12	160.744	65.5461
4286	6	28	13	194.67	65.9659
4287	6	28	14	223.658	60.897
4288	6	28	15	243.896	52.5912
4289	6	28	16	258.505	42.8779
4290	6	28	17	270.25	32.6742
4291	6	28	18	280.702	22.468
4292	6	28	19	290.784	12.5978
4293	6	28	20	301.117	3.37412
4294	6	28	21	312.16	-4.86053
4295	6	28	22	324.24	-11.7047
4296	6	28	23	337.477	-16.7086
4297	6	29	0	351.62	-19.4824
4298	6	29	1	6.23959	-19.6745
4299	6	29	2	20.5468	-17.2927
4300	6	29	3	33.9495	-12.5876
4301	6	29	4	46.199	-5.97645
4302	6	29	5	57.3787	2.08761
4303	6	29	6	67.7915	11.194
4304	6	29	7	77.88	20.9925
4305	6	29	8	88.2357	31.1705
4306	6	29	9	99.7233	41.3986
4307	6	29	10	113.79	51.2216
4308	6	29	11	132.998	59.8106
4309	6	29	12	160.658	65.4909
4310	6	29	13	194.533	65.931
4311	6	29	14	223.526	60.8834
4312	6	29	15	243.788	52.5901
4313	6	29	16	258.416	42.8826
4314	6	29	17	270.172	32.6803
4315	6	29	18	280.631	22.4729
4316	6	29	19	290.717	12.5993
4317	6	29	20	301.051	3.37045
4318	6	29	21	312.095	-4.87118
4319	6	29	22	324.176	-11.7239
4320	6	29	23	337.415	-16.7376
4321	6	30	0	351.564	-19.5285
4322	6	30	1	6.1937	-19.7297
4323	6	30	2	20.5129	-17.3548
4324	6	30	3	33.9272	-12.6542
4325	6	30	4	46.1866	-6.04544
4326	6	30	5	57.3741	2.01769
4327	6	30	6	67.7927	11.124
4328	6	30	7	77.8854	20.9227
4329	6	30	8	88.2435	31.1007
4330	6	30	9	99.7307	41.3288
4331	6	30	10	113.791	51.1515
4332	6	30	11	132.975	59.7415
4333	6	30	12	160.577	65.4292
4334	6	30	13	194.395	65.8892
4335	6	30	14	223.388	60.8635
4336	6	30	15	243.673	52.5835
4337	6	30	16	258.32	42.882
4338	6	30	17	270.089	32.6813
4339	6	30	18	280.555	22.4726
4340	6	30	19	290.645	12.5955
4341	6	30	20	300.982	3.36114
4342	6	30	21	312.027	-4.88781
4343	6	30	22	324.109	-11.7495
4344	6	30	23	337.352	-16.7734
4345	7	1	0	351.507	-19.5813
4346	7	1	1	6.1492	-19.7916
4347	7	1	2	20.4815	-17.4234
4348	7	1	3	33.9084	-12.7267
4349	7	1	4	46.1784	-6.11978
4350	7	1	5	57.3742	1.94291
4351	7	1	6	67.7991	11.0495
4352	7	1	7	77.8965	20.8486
4353	7	1	8	88.2577	31.027
4354	7	1	9	99.7455	41.2548
4355	7	1	10	113.799	51.0769
4356	7	1	11	132.96	59.6671
4357	7	1	12	160.503	65.3611
4358	7	1	13	194.256	65.8405
4359	7	1	14	223.245	60.8372
4360	7	1	15	243.552	52.5713
4361	7	1	16	258.219	42.8762
4362	7	1	17	270	32.6772
4363	7	1	18	280.474	22.4671
4364	7	1	19	290.569	12.5863
4365	7	1	20	300.908	3.34613
4366	7	1	21	311.955	-4.9105
4367	7	1	22	324.04	-11.7816
4368	7	1	23	337.288	-16.8158
4369	7	2	0	351.451	-19.641
4370	7	2	1	6.10593	-19.8602
4371	7	2	2	20.4528	-17.4982
4372	7	2	3	33.8933	-12.8051
4373	7	2	4	46.1746	-6.19941
4374	7	2	5	57.3792	1.86334
4375	7	2	6	67.8109	10.9706
4376	7	2	7	77.9135	20.7705
4377	7	2	8	88.2784	30.9492
4378	7	2	9	99.7674	41.1768
4379	7	2	10	113.816	50.9979
4380	7	2	11	132.954	59.5874
4381	7	2	12	160.436	65.2866
4382	7	2	13	194.117	65.7849
4383	7	2	14	223.095	60.8046
4384	7	2	15	243.424	52.5534
4385	7	2	16	258.111	42.8651
4386	7	2	17	269.906	32.668
4387	7	2	18	280.389	22.4564
4388	7	2	19	290.489	12.5716
4389	7	2	20	300.831	3.3254
4390	7	2	21	311.881	-4.93926
4391	7	2	22	323.969	-11.82
4392	7	2	23	337.222	-16.865
4393	7	3	0	351.395	-19.7074
4394	7	3	1	6.06412	-19.9354
4395	7	3	2	20.4267	-17.5793
4396	7	3	3	33.8818	-12.8892
4397	7	3	4	46.1751	-6.28427
4398	7	3	5	57.3892	1.77907
4399	7	3	6	67.8281	10.8874
4400	7	3	7	77.9364	20.6884
4401	7	3	8	88.3056	30.8676
4402	7	3	9	99.7967	41.0949
4403	7	3	10	113.842	50.9146
4404	7	3	11	132.957	59.5026
4405	7	3	12	160.374	65.2057
4406	7	3	13	193.977	65.7223
4407	7	3	14	222.941	60.7656
4408	7	3	15	243.29	52.5297
4409	7	3	16	257.997	42.8486
4410	7	3	17	269.807	32.6535
4411	7	3	18	280.298	22.4404
4412	7	3	19	290.404	12.5515
4413	7	3	20	300.75	3.29895
4414	7	3	21	311.803	-4.97408
4415	7	3	22	323.895	-11.8649
4416	7	3	23	337.156	-16.9208
4417	7	4	0	351.339	-19.7806
4418	7	4	1	6.02393	-20.0173
4419	7	4	2	20.4034	-17.6667
4420	7	4	3	33.874	-12.979
4421	7	4	4	46.1801	-6.37429
4422	7	4	5	57.404	1.69013
4423	7	4	6	67.8506	10.8
4424	7	4	7	77.9651	20.6023
4425	7	4	8	88.3392	30.7823
4426	7	4	9	99.8333	41.009
4427	7	4	10	113.875	50.8269
4428	7	4	11	132.968	59.4126
4429	7	4	12	160.319	65.1186
4430	7	4	13	193.838	65.6528
4431	7	4	14	222.782	60.7201
4432	7	4	15	243.15	52.5002
4433	7	4	16	257.878	42.8268
4434	7	4	17	269.702	32.6338
4435	7	4	18	280.204	22.4192
4436	7	4	19	290.316	12.526
4437	7	4	20	300.666	3.26673
4438	7	4	21	311.722	-5.01501
4439	7	4	22	323.819	-11.9162
4440	7	4	23	337.088	-16.9833
4441	7	5	0	351.284	-19.8605
4442	7	5	1	5.98517	-20.1056
4443	7	5	2	20.3828	-17.7603
4444	7	5	3	33.87	-13.0745
4445	7	5	4	46.1895	-6.46941
4446	7	5	5	57.4238	1.59664
4447	7	5	6	67.8786	10.7085
4448	7	5	7	77.9997	20.5124
4449	7	5	8	88.3794	30.6931
4450	7	5	9	99.8771	40.9194
4451	7	5	10	113.917	50.7351
4452	7	5	11	132.988	59.3176
4453	7	5	12	160.271	65.0252
4454	7	5	13	193.698	65.5765
4455	7	5	14	222.618	60.6681
4456	7	5	15	243.004	52.4649
4457	7	5	16	257.753	42.7995
4458	7	5	17	269.593	32.6087
4459	7	5	18	280.104	22.3926
4460	7	5	19	290.223	12.4949
4461	7	5	20	300.578	3.22872
4462	7	5	21	311.639	-5.06204
4463	7	5	22	323.741	-11.9739
4464	7	5	23	337.019	-17.0524
4465	7	6	0	351.228	-19.9472
4466	7	6	1	5.94815	-20.2006
4467	7	6	2	20.3652	-17.86
4468	7	6	3	33.8698	-13.1756
4469	7	6	4	46.2035	-6.56956
4470	7	6	5	57.4486	1.49862
4471	7	6	6	67.912	10.6128
4472	7	6	7	78.0402	20.4187
4473	7	6	8	88.4261	30.6003
4474	7	6	9	99.9282	40.8259
4475	7	6	10	113.967	50.639
4476	7	6	11	133.017	59.2175
4477	7	6	12	160.229	64.9256
4478	7	6	13	193.56	65.4933
4479	7	6	14	222.45	60.6097
4480	7	6	15	242.852	52.4237
4481	7	6	16	257.623	42.7667
4482	7	6	17	269.478	32.5783
4483	7	6	18	280.001	22.3605
4484	7	6	19	290.127	12.4582
4485	7	6	20	300.487	3.18491
4486	7	6	21	311.553	-5.11518
4487	7	6	22	323.661	-12.038
4488	7	6	23	336.949	-17.1283
4489	7	7	0	351.173	-20.0405
4490	7	7	1	5.91284	-20.302
4491	7	7	2	20.3505	-17.9657
4492	7	7	3	33.8735	-13.2822
4493	7	7	4	46.222	-6.67467
4494	7	7	5	57.4785	1.39619
4495	7	7	6	67.9508	10.5132
4496	7	7	7	78.0867	20.3213
4497	7	7	8	88.4792	30.504
4498	7	7	9	99.9866	40.7288
4499	7	7	10	114.025	50.5389
4500	7	7	11	133.055	59.1126
4501	7	7	12	160.195	64.8199
4502	7	7	13	193.422	65.4033
4503	7	7	14	222.277	60.5447
4504	7	7	15	242.696	52.3765
4505	7	7	16	257.487	42.7283
4506	7	7	17	269.359	32.5425
4507	7	7	18	279.893	22.3231
4508	7	7	19	290.026	12.416
4509	7	7	20	300.392	3.13528
4510	7	7	21	311.463	-5.17445
4511	7	7	22	323.58	-12.1086
4512	7	7	23	336.878	-17.2107
4513	7	8	0	351.118	-20.1404
4514	7	8	1	5.87933	-20.4099
4515	7	8	2	20.3389	-18.0776
4516	7	8	3	33.8812	-13.3944
4517	7	8	4	46.2451	-6.78466
4518	7	8	5	57.5134	1.28939
4519	7	8	6	67.9951	10.4096
4520	7	8	7	78.139	20.2202
4521	7	8	8	88.5389	30.4041
4522	7	8	9	100.052	40.6281
4523	7	8	10	114.091	50.4347
4524	7	8	11	133.101	59.0027
4525	7	8	12	160.167	64.7082
4526	7	8	13	193.285	65.3064
4527	7	8	14	222.101	60.4732
4528	7	8	15	242.533	52.3234
4529	7	8	16	257.347	42.6844
4530	7	8	17	269.235	32.5013
4531	7	8	18	279.78	22.2802
4532	7	8	19	289.922	12.3681
4533	7	8	20	300.294	3.07978
4534	7	8	21	311.372	-5.23986
4535	7	8	22	323.496	-12.1855
4536	7	8	23	336.806	-17.2997
4537	7	9	0	351.064	-20.247
4538	7	9	1	5.84772	-20.5242
4539	7	9	2	20.3303	-18.1953
4540	7	9	3	33.8929	-13.5119
4541	7	9	4	46.2728	-6.89947
4542	7	9	5	57.5535	1.17832
4543	7	9	6	68.0449	10.3022
4544	7	9	7	78.1973	20.1156
4545	7	9	8	88.605	30.3007
4546	7	9	9	100.125	40.5238
4547	7	9	10	114.165	50.3266
4548	7	9	11	133.155	58.8881
4549	7	9	12	160.146	64.5905
4550	7	9	13	193.15	65.2028
4551	7	9	14	221.922	60.3952
4552	7	9	15	242.366	52.2643
4553	7	9	16	257.201	42.6348
4554	7	9	17	269.107	32.4546
4555	7	9	18	279.664	22.2318
4556	7	9	19	289.814	12.3147
4557	7	9	20	300.193	3.01844
4558	7	9	21	311.277	-5.31141
4559	7	9	22	323.41	-12.2689
4560	7	9	23	336.734	-17.3954
4561	7	10	0	351.011	-20.3602
4562	7	10	1	5.8179	-20.6448
4563	7	10	2	20.3248	-18.319
4564	7	10	3	33.9086	-13.6347
4565	7	10	4	46.3052	-7.01902
4566	7	10	5	57.5986	1.06304
4567	7	10	6	68.1003	10.191
4568	7	10	7	78.2615	20.0075
4569	7	10	8	88.6777	30.194
4570	7	10	9	100.205	40.4161
4571	7	10	10	114.248	50.2146
4572	7	10	11	133.219	58.7687
4573	7	10	12	160.132	64.4668
4574	7	10	13	193.017	65.0925
4575	7	10	14	221.739	60.3106
4576	7	10	15	242.194	52.1992
4577	7	10	16	257.05	42.5796
4578	7	10	17	268.974	32.4024
4579	7	10	18	279.544	22.178
4580	7	10	19	289.703	12.2556
4581	7	10	20	300.089	2.95122
4582	7	10	21	311.181	-5.38907
4583	7	10	22	323.323	-12.3587
4584	7	10	23	336.66	-17.4976
4585	7	11	0	350.958	-20.4799
4586	7	11	1	5.79031	-20.7717
4587	7	11	2	20.3226	-18.4486
4588	7	11	3	33.9285	-13.7629
4589	7	11	4	46.3423	-7.14323
4590	7	11	5	57.6489	0.943637
4591	7	11	6	68.1611	10.0761
4592	7	11	7	78.3317	19.8959
4593	7	11	8	88.7568	30.084
4594	7	11	9	100.293	40.3049
4595	7	11	10	114.338	50.0987
4596	7	11	11	133.291	58.6447
4597	7	11	12	160.126	64.3373
4598	7	11	13	192.885	64.9754
4599	7	11	14	221.553	60.2194
4600	7	11	15	242.018	52.128
4601	7	11	16	256.895	42.5187
4602	7	11	17	268.836	32.3447
4603	7	11	18	279.419	22.1185
4604	7	11	19	289.588	12.1907
4605	7	11	20	299.982	2.87811
4606	7	11	21	311.081	-5.4729
4607	7	11	22	323.234	-12.4549
4608	7	11	23	336.587	-17.6064
4609	7	12	0	350.906	-20.6061
4610	7	12	1	5.76459	-20.905
4611	7	12	2	20.3236	-18.5839
4612	7	12	3	33.9525	-13.8962
4613	7	12	4	46.3842	-7.27204
4614	7	12	5	57.7044	0.820193
4615	7	12	6	68.2275	9.95764
4616	7	12	7	78.4078	19.7811
4617	7	12	8	88.8424	29.9707
4618	7	12	9	100.387	40.1904
4619	7	12	10	114.437	49.979
4620	7	12	11	133.371	58.516
4621	7	12	12	160.126	64.202
4622	7	12	13	192.756	64.8517
4623	7	12	14	221.365	60.1216
4624	7	12	15	241.837	52.0507
4625	7	12	16	256.735	42.452
4626	7	12	17	268.695	32.2814
4627	7	12	18	279.291	22.0535
4628	7	12	19	289.47	12.1203
4629	7	12	20	299.872	2.79913
4630	7	12	21	310.98	-5.56284
4631	7	12	22	323.144	-12.5574
4632	7	12	23	336.512	-17.7217
4633	7	13	0	350.854	-20.7388
4634	7	13	1	5.74112	-21.0444
4635	7	13	2	20.328	-18.725
4636	7	13	3	33.9807	-14.0346
4637	7	13	4	46.4309	-7.40534
4638	7	13	5	57.7651	0.692783
4639	7	13	6	68.2994	9.83559
4640	7	13	7	78.4898	19.663
4641	7	13	8	88.9344	29.8543
4642	7	13	9	100.489	40.0725
4643	7	13	10	114.543	49.8557
4644	7	13	11	133.46	58.3828
4645	7	13	12	160.134	64.0609
4646	7	13	13	192.629	64.7213
4647	7	13	14	221.175	60.0173
4648	7	13	15	241.652	51.9673
4649	7	13	16	256.571	42.3796
4650	7	13	17	268.549	32.2124
4651	7	13	18	279.159	21.9829
4652	7	13	19	289.349	12.0441
4653	7	13	20	299.759	2.71426
4654	7	13	21	310.876	-5.6589
4655	7	13	22	323.052	-12.6663
4656	7	13	23	336.437	-17.8436
4657	7	14	0	350.804	-20.8779
4658	7	14	1	5.71991	-21.1899
4659	7	14	2	20.3358	-18.8717
4660	7	14	3	34.0132	-14.1781
4661	7	14	4	46.4824	-7.54307
4662	7	14	5	57.8309	0.561487
4663	7	14	6	68.3768	9.71008
4664	7	14	7	78.5777	19.5416
4665	7	14	8	89.0328	29.7348
4666	7	14	9	100.597	39.9515
4667	7	14	10	114.657	49.7286
4668	7	14	11	133.558	58.2451
4669	7	14	12	160.149	63.9141
4670	7	14	13	192.505	64.5844
4671	7	14	14	220.982	59.9064
4672	7	14	15	241.464	51.8777
4673	7	14	16	256.403	42.3013
4674	7	14	17	268.4	32.1379
4675	7	14	18	279.024	21.9066
4676	7	14	19	289.224	11.9622
4677	7	14	20	299.644	2.62349
4678	7	14	21	310.77	-5.76109
4679	7	14	22	322.958	-12.7815
4680	7	14	23	336.362	-17.9718
4681	7	15	0	350.754	-21.0234
4682	7	15	1	5.70087	-21.3415
4683	7	15	2	20.347	-19.024
4684	7	15	3	34.0499	-14.3265
4685	7	15	4	46.5388	-7.68514
4686	7	15	5	57.902	0.426393
4687	7	15	6	68.4598	9.58119
4688	7	15	7	78.6715	19.4172
4689	7	15	8	89.1375	29.6122
4690	7	15	9	100.713	39.8273
4691	7	15	10	114.779	49.598
4692	7	15	11	133.663	58.103
4693	7	15	12	160.171	63.7618
4694	7	15	13	192.383	64.4409
4695	7	15	14	220.788	59.789
4696	7	15	15	241.271	51.7819
4697	7	15	16	256.231	42.2172
4698	7	15	17	268.246	32.0577
4699	7	15	18	278.885	21.8248
4700	7	15	19	289.096	11.8746
4701	7	15	20	299.525	2.52683
4702	7	15	21	310.662	-5.86939
4703	7	15	22	322.864	-12.903
4704	7	15	23	336.287	-18.1065
4705	7	16	0	350.706	-21.1752
4706	7	16	1	5.6843	-21.4992
4707	7	16	2	20.3617	-19.1818
4708	7	16	3	34.091	-14.4799
4709	7	16	4	46.6	-7.83147
4710	7	16	5	57.9784	0.28758
4711	7	16	6	68.5483	9.44899
4712	7	16	7	78.7712	19.2897
4713	7	16	8	89.2487	29.4867
4714	7	16	9	100.836	39.7
4715	7	16	10	114.909	49.4638
4716	7	16	11	133.777	57.9564
4717	7	16	12	160.2	63.6039
4718	7	16	13	192.265	64.291
4719	7	16	14	220.593	59.6649
4720	7	16	15	241.075	51.68
4721	7	16	16	256.055	42.1273
4722	7	16	17	268.089	31.9718
4723	7	16	18	278.743	21.7373
4724	7	16	19	288.966	11.7812
4725	7	16	20	299.405	2.42426
4726	7	16	21	310.552	-5.98379
4727	7	16	22	322.768	-13.0308
4728	7	16	23	336.211	-18.2476
4729	7	17	0	350.658	-21.3333
4730	7	17	1	5.67004	-21.6628
4731	7	17	2	20.38	-19.345
4732	7	17	3	34.1366	-14.638
4733	7	17	4	46.6661	-7.98198
4734	7	17	5	58.06	0.145134
4735	7	17	6	68.6424	9.31358
4736	7	17	7	78.8767	19.1593
4737	7	17	8	89.3661	29.3583
4738	7	17	9	100.965	39.5697
4739	7	17	10	115.046	49.3262
4740	7	17	11	133.899	57.8056
4741	7	17	12	160.236	63.4405
4742	7	17	13	192.15	64.1346
4743	7	17	14	220.396	59.5344
4744	7	17	15	240.876	51.5719
4745	7	17	16	255.875	42.0315
4746	7	17	17	267.929	31.8802
4747	7	17	18	278.598	21.6441
4748	7	17	19	288.832	11.6821
4749	7	17	20	299.281	2.31582
4750	7	17	21	310.439	-6.10426
4751	7	17	22	322.67	-13.1649
4752	7	17	23	336.135	-18.3951
4753	7	18	0	350.612	-21.4976
4754	7	18	1	5.65836	-21.8323
4755	7	18	2	20.402	-19.5136
4756	7	18	3	34.1865	-14.8008
4757	7	18	4	46.7372	-8.13658
4758	7	18	5	58.1468	-0.000853197
4759	7	18	6	68.7419	9.17502
4760	7	18	7	78.9882	19.026
4761	7	18	8	89.4898	29.2271
4762	7	18	9	101.102	39.4363
4763	7	18	10	115.191	49.1851
4764	7	18	11	134.029	57.6505
4765	7	18	12	160.279	63.2717
4766	7	18	13	192.039	63.9719
4767	7	18	14	220.199	59.3973
4768	7	18	15	240.674	51.4576
4769	7	18	16	255.692	41.9299
4770	7	18	17	267.765	31.7829
4771	7	18	18	278.449	21.5453
4772	7	18	19	288.695	11.5773
4773	7	18	20	299.155	2.20152
4774	7	18	21	310.325	-6.23077
4775	7	18	22	322.572	-13.3052
4776	7	18	23	336.059	-18.5488
4777	7	19	0	350.567	-21.6681
4778	7	19	1	5.64917	-22.0077
4779	7	19	2	20.4276	-19.6875
4780	7	19	3	34.241	-14.9683
4781	7	19	4	46.8133	-8.29519
4782	7	19	5	58.239	-0.150316
4783	7	19	6	68.847	9.0334
4784	7	19	7	79.1054	18.8898
4785	7	19	8	89.6198	29.0932
4786	7	19	9	101.245	39.3001
4787	7	19	10	115.344	49.0407
4788	7	19	11	134.166	57.4912
4789	7	19	12	160.329	63.0976
4790	7	19	13	191.931	63.8029
4791	7	19	14	220.001	59.2537
4792	7	19	15	240.47	51.337
4793	7	19	16	255.506	41.8223
4794	7	19	17	267.598	31.6799
4795	7	19	18	278.297	21.4408
4796	7	19	19	288.556	11.4668
4797	7	19	20	299.027	2.08135
4798	7	19	21	310.21	-6.36332
4799	7	19	22	322.472	-13.4517
4800	7	19	23	335.983	-18.7089
4801	7	20	0	350.523	-21.8447
4802	7	20	1	5.64264	-22.1888
4803	7	20	2	20.457	-19.8666
4804	7	20	3	34.2999	-15.1404
4805	7	20	4	46.8944	-8.4577
4806	7	20	5	58.3363	-0.30315
4807	7	20	6	68.9576	8.88881
4808	7	20	7	79.2284	18.7509
4809	7	20	8	89.7559	28.9565
4810	7	20	9	101.395	39.161
4811	7	20	10	115.504	48.8929
4812	7	20	11	134.312	57.3278
4813	7	20	12	160.386	62.9183
4814	7	20	13	191.827	63.6276
4815	7	20	14	219.802	59.1036
4816	7	20	15	240.263	51.2103
4817	7	20	16	255.317	41.7088
4818	7	20	17	267.427	31.5711
4819	7	20	18	278.143	21.3306
4820	7	20	19	288.414	11.3505
4821	7	20	20	298.897	1.95531
4822	7	20	21	310.092	-6.50191
4823	7	20	22	322.372	-13.6044
4824	7	20	23	335.906	-18.8752
4825	7	21	0	350.481	-22.0274
4826	7	21	1	5.6387	-22.3756
4827	7	21	2	20.4901	-20.0509
4828	7	21	3	34.3635	-15.3169
4829	7	21	4	46.9804	-8.62406
4830	7	21	5	58.439	-0.459279
4831	7	21	6	69.0737	8.74132
4832	7	21	7	79.3571	18.6094
4833	7	21	8	89.8982	28.8173
4834	7	21	9	101.552	39.0192
4835	7	21	10	115.671	48.7419
4836	7	21	11	134.465	57.1603
4837	7	21	12	160.45	62.7337
4838	7	21	13	191.727	63.4462
4839	7	21	14	219.604	58.9471
4840	7	21	15	240.053	51.0774
4841	7	21	16	255.124	41.5894
4842	7	21	17	267.254	31.4567
4843	7	21	18	277.985	21.2147
4844	7	21	19	288.27	11.2285
4845	7	21	20	298.765	1.82347
4846	7	21	21	309.973	-6.64647
4847	7	21	22	322.271	-13.7632
4848	7	21	23	335.83	-19.0476
4849	7	22	0	350.44	-22.216
4850	7	22	1	5.63757	-22.5681
4851	7	22	2	20.5271	-20.2402
4852	7	22	3	34.4316	-15.4978
4853	7	22	4	47.0715	-8.79415
4854	7	22	5	58.5469	-0.61862
4855	7	22	6	69.1953	8.591
4856	7	22	7	79.4916	18.4653
4857	7	22	8	90.0466	28.6754
4858	7	22	9	101.715	38.8745
4859	7	22	10	115.845	48.5877
4860	7	22	11	134.625	56.9888
4861	7	22	12	160.52	62.544
4862	7	22	13	191.63	63.2586
4863	7	22	14	219.406	58.7842
4864	7	22	15	239.842	50.9382
4865	7	22	16	254.929	41.4641
4866	7	22	17	267.078	31.3364
4867	7	22	18	277.825	21.0932
4868	7	22	19	288.123	11.1008
4869	7	22	20	298.63	1.68578
4870	7	22	21	309.852	-6.79698
4871	7	22	22	322.168	-13.928
4872	7	22	23	335.754	-19.2262
4873	7	23	0	350.4	-22.4106
4874	7	23	1	5.63913	-22.7661
4875	7	23	2	20.568	-20.4344
4876	7	23	3	34.5043	-15.683
4877	7	23	4	47.1676	-8.96789
4878	7	23	5	58.6601	-0.781078
4879	7	23	6	69.3223	8.43795
4880	7	23	7	79.6318	18.3186
4881	7	23	8	90.201	28.5311
4882	7	23	9	101.885	38.7272
4883	7	23	10	116.027	48.4303
4884	7	23	11	134.793	56.8132
4885	7	23	12	160.597	62.3492
4886	7	23	13	191.538	63.065
4887	7	23	14	219.208	58.6149
4888	7	23	15	239.629	50.7929
4889	7	23	16	254.732	41.3328
4890	7	23	17	266.899	31.2105
4891	7	23	18	277.663	20.9659
4892	7	23	19	287.974	10.9674
4893	7	23	20	298.494	1.5423
4894	7	23	21	309.73	-6.95343
4895	7	23	22	322.065	-14.099
4896	7	23	23	335.679	-19.4109
4897	7	24	0	350.362	-22.6111
4898	7	24	1	5.64359	-22.9696
4899	7	24	2	20.6129	-20.6336
4900	7	24	3	34.5817	-15.8724
4901	7	24	4	47.2688	-9.1452
4902	7	24	5	58.7786	-0.946569
4903	7	24	6	69.4548	8.28224
4904	7	24	7	79.7777	18.1695
4905	7	24	8	90.3614	28.3844
4906	7	24	9	102.061	38.5773
4907	7	24	10	116.215	48.2698
4908	7	24	11	134.968	56.6338
4909	7	24	12	160.681	62.1494
4910	7	24	13	191.451	62.8654
4911	7	24	14	219.011	58.4392
4912	7	24	15	239.415	50.6413
4913	7	24	16	254.531	41.1957
4914	7	24	17	266.718	31.0787
4915	7	24	18	277.498	20.833
4916	7	24	19	287.823	10.8283
4917	7	24	20	298.355	1.39307
4918	7	24	21	309.606	-7.11577
4919	7	24	22	321.962	-14.2759
4920	7	24	23	335.603	-19.6016
4921	7	25	0	350.326	-22.8173
4922	7	25	1	5.651	-23.1785
4923	7	25	2	20.6617	-20.8375
4924	7	25	3	34.6638	-16.0659
4925	7	25	4	47.3751	-9.32598
4926	7	25	5	58.9024	-1.11501
4927	7	25	6	69.5927	8.12395
4928	7	25	7	79.9291	18.018
4929	7	25	8	90.5278	28.2353
4930	7	25	9	102.243	38.4248
4931	7	25	10	116.41	48.1062
4932	7	25	11	135.15	56.4505
4933	7	25	12	160.771	61.9448
4934	7	25	13	191.367	62.66
4935	7	25	14	218.815	58.2573
4936	7	25	15	239.199	50.4837
4937	7	25	16	254.329	41.0526
4938	7	25	17	266.534	30.9413
4939	7	25	18	277.331	20.6945
4940	7	25	19	287.669	10.6835
4941	7	25	20	298.215	1.23807
4942	7	25	21	309.481	-7.28396
4943	7	25	22	321.857	-14.4588
4944	7	25	23	335.528	-19.7982
4945	7	26	0	350.291	-23.0294
4946	7	26	1	5.66135	-23.3927
4947	7	26	2	20.7145	-21.0462
4948	7	26	3	34.7507	-16.2635
4949	7	26	4	47.4864	-9.51014
4950	7	26	5	59.0313	-1.28632
4951	7	26	6	69.7359	7.96316
4952	7	26	7	80.0862	17.8642
4953	7	26	8	90.7	28.0839
4954	7	26	9	102.432	38.2698
4955	7	26	10	116.612	47.9396
4956	7	26	11	135.339	56.2634
4957	7	26	12	160.867	61.7352
4958	7	26	13	191.288	62.4487
4959	7	26	14	218.621	58.069
4960	7	26	15	238.982	50.3198
4961	7	26	16	254.125	40.9036
4962	7	26	17	266.348	30.7981
4963	7	26	18	277.161	20.5503
4964	7	26	19	287.514	10.5331
4965	7	26	20	298.073	1.07736
